artist,album,track,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
HAOR,Touch Control,Touch Control,spotify:track:0kNBog9Q8vfl6V8ljTJuip,0.726,0.545,5,-7.842,0,0.0575,0.584,0,0.368,0.565,95.027,223434,4848278
Team Never Stop,"Sing Again, Hera Gu (Original Television Soundtrack)",Aloha,spotify:track:61c3bH9QFgVTzBt697qPuF,0.563,0.571,5,-5.596,1,0.048,0.679,0,0.102,0.523,201.98,232427,640412
Ariana Grande,Positions,pov,spotify:track:1bj8x3ERN9gSc2NfJIpc76,0.474,0.533,0,-5.648,0,0.0559,0.36,0,0.101,0.165,131.762,201882,215039
Natanael Cano,NataKong,Nataaoki,spotify:track:7w47Qtyrw5y4w5Qa0wNjco,0.768,0.835,6,-4.961,0,0.11,0.07,3.94E-06,0.0593,0.797,119.982,150000,29023818
Giardini di Mirò,Rapsodia Satanica,Rapsodia Satanica XVII,spotify:track:3MsLfvcbEAFDRGEUXkf5w3,0.554,0.708,7,-11.138,0,0.0306,0.325,0.867,0.164,0.4,109.942,388920,3442398
Aeden Alvarez,Seven Billion,Seven Billion,spotify:track:3jl1ezMAjs0gamHfLVPC82,0.66,0.49,11,-9.704,0,0.136,0.678,0.000505,0.106,0.272,167.95,139911,6069979
BLVK JVCK,TIKTOK,TIKTOK,spotify:track:3nJxqghn6qVTWNzYa5Syc7,0.661,0.934,5,-0.948,1,0.32,0.00666,1.81E-05,0.0738,0.699,155.026,150194,2631167
Stromae,Cheese,Alors on danse - Radio Edit,spotify:track:2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,206067,3045677
Luke Chiang,May I Ask,May I Ask,spotify:track:4pV3f1Nn5XtyA9x60rFan7,0.718,0.357,2,-8.843,1,0.0437,0.407,0,0.0897,0.347,146.006,230548,90388
孟颖,最好的我们,最好的我们,spotify:track:3oDaCSqtdUbrtPUiQhkklH,0.622,0.473,2,-9.28,1,0.0352,0.775,1.70E-06,0.109,0.181,126.028,224782,16629244
SE7EN,Digital Bounce,I'm Going Crazy,spotify:track:7yAL7lr8pL9vCNn8QL3HG1,0.609,0.828,2,-4.668,1,0.0621,0.211,0,0.315,0.732,160.001,223480,279685
Clevt,Lover,Lover,spotify:track:1g1xkwC5IRN0qUvcL4RCMG,0.867,0.499,5,-10.182,0,0.0566,0.331,8.28E-05,0.11,0.626,124.056,149052,575384
Ashley Alisha,No More,No More,spotify:track:7yD4xZ0hXYwmObTjXTHKfu,0.607,0.588,11,-5.868,1,0.0943,0.69,0,0.174,0.387,180.054,201391,1231920
Who R U?,Without U,Without U,spotify:track:11uy6ciSwtQmKcHehUCFk3,0.527,0.42,7,-5.37,1,0.0294,0.906,0,0.149,0.429,66.751,215873,2576581
Landy Wen,溫式效應,夏日の風,spotify:track:7y1At0wJ9E11vQvD93uG9c,0.692,0.526,2,-4.065,1,0.0263,0.73,0,0.0977,0.312,113.939,240653,7575523
Ger4.P3rz,Hands Touch,Hands Touch,spotify:track:76HULRvqbwFM6D6NTNxMDX,0.69,0.333,4,-12.834,1,0.0856,0.353,0.889,0.109,0.347,84.807,181877,3322388
Post Malone,Hollywood's Bleeding,Circles,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,176683
Mac Ayres,Drive Slow,Slow Down,spotify:track:3XstzgzP0rp3bzElEnRVHv,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,234595,91461
TWISTERZ,Cook It Up,Cook It Up,spotify:track:5I1uGPqIT1ziTw8W1fS6JO,0.761,0.985,1,-2.926,1,0.056,0.0137,0.634,0.314,0.18,127.979,194072,9115537
Jay Chou,我很忙,我不配,spotify:track:7G7ao6iFuNIn2k9cZhO5lP,0.731,0.489,10,-8.361,1,0.0244,0.511,3.04E-06,0.0775,0.363,108.019,286760,5138226
Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),spotify:track:4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,228482,10540342
Jnr Choi,TO THE MOON,TO THE MOON,spotify:track:5vUnjhBzRJJIAOJPde6zDx,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,10647153
Bruno Mars,Leave The Door Open,Leave The Door Open - Live,spotify:track:3XFY3bKOme4E3QhJqHS1Pi,0.532,0.683,5,-7.449,1,0.0541,0.351,0,0.984,0.563,147.837,260270,4463830
Norwegian Wood,The Second Night,First Confession (Vocal Who R U?),spotify:track:776KxNBNJ06PSO9fBSkfyz,0.828,0.243,4,-8.088,1,0.0333,0.886,2.95E-06,0.0923,0.78,98.944,235974,4684612
傲七爺,是想你的聲音啊,是想你的聲音啊,spotify:track:5T4ALT8LugDODLwAvCg3mL,0.575,0.345,7,-7.6,1,0.034,0.847,0,0.086,0.292,126.006,234812,2481498
Park Shin Hye,The Heirs OST (Full Album),Story,spotify:track:6iz9gKoO0ETNmj17PP9rot,0.682,0.125,5,-11.627,1,0.0338,0.888,9.70E-06,0.11,0.294,119.94,277394,7242036
Joker Xue,意外,你还要我怎样,spotify:track:0kuKQQMx6L3efJuRVTgWQb,0.586,0.197,2,-14.649,1,0.0307,0.847,3.36E-06,0.0515,0.299,95.529,310295,1070796
Ra.D,Cover my ears,Cover my ears,spotify:track:1Dbzl4Xfnfp6rwVGFXpfud,0.602,0.576,9,-6.494,1,0.174,0.348,0.00775,0.102,0.477,169.996,193412,628042
Nana Ou-Yang,NANA I,The Best For You,spotify:track:4WMCn6s4BZZPfQT3DJbB47,0.461,0.338,9,-9.458,1,0.0805,0.632,2.57E-05,0.0803,0.0997,184.143,238823,477644
21 Savage,i am > i was,asmr,spotify:track:2QgfDF0fQ4sskDthP8MG5w,0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,171714,400419
Wang Jun Qi,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)","我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",spotify:track:221FBKC22DTc7XkPIaZYOl,0.777,0.35,3,-10.179,1,0.0333,0.526,0,0.13,0.516,108.026,199680,649892
MIKA - INTERSECTION,Tell Me,Tell Me,spotify:track:3C0Xy6caqWoru4Bj0YScx2,0.696,0.519,5,-5.852,0,0.0462,0.255,0,0.0903,0.518,139.851,195077,13729151
BUMKEY,Attraction,Attraction (feat. Dynamo Duo),spotify:track:784rsBTfzmYwvwlFvUXyn5,0.525,0.848,0,-4.649,1,0.259,0.262,0,0.336,0.714,91.514,219192,51101977
Darius,Romance,Espoir,spotify:track:3hGc6zv9LgSxGrIlhFdfT6,0.6,0.617,3,-7,0,0.0555,0.0955,0.913,0.108,0.037,106.892,242243,5931392
Portugal. The Man,Woodstock,Tidal Wave,spotify:track:384TqRlwlMfeUAODhXfF3O,0.551,0.741,8,-4.245,1,0.029,0.00648,0.00603,0.0707,0.399,79.984,211720,520101
Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,My Love (feat. T.I.),spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952,276160,28854500
Young,規定情境,走散,spotify:track:5fpUpJyan6L055gFMRDUjG,0.36,0.287,2,-10.84,1,0.0351,0.612,0,0.109,0.137,102.853,265000,265000
WeiBird,慢慢等EP,慢慢等,spotify:track:1y9yrb1BMEqqBaFGoMmeIV,0.657,0.525,5,-8.333,1,0.0329,0.634,0,0.123,0.41,128.03,221532,221531
JI JIN SEOK,Good Night,Good Night,spotify:track:2UlMLpDAL0SRcNTCTDH5lq,0.52,0.314,9,-6.959,1,0.0384,0.897,0,0.095,0.321,112.513,234405,10976808
Travie McCoy,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),spotify:track:2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,211160,30554
Nine Chen,10000次,不想你了,spotify:track:6EktCqI6pKJ96Gf0KaFKLo,0.645,0.676,4,-7.39,0,0.0521,0.214,0,0.234,0.614,84.966,231500,7292525
Gang Haein,Gangnam Beauty (Original Television Soundtrack),Something In Your Eyes (Love Theme),spotify:track:006bYifPE9L3LpvaWQ2NgQ,0.494,0.498,2,-10.406,1,0.038,0.728,0.000482,0.346,0.396,76.016,119000,324658
Eric Nam,"Prison Playbook (Original Television Soundtrack), Pt. 4","Bravo, My Life!",spotify:track:5BBJVVFagaIaw6O6dnNfJx,0.658,0.502,10,-6.153,1,0.0334,0.662,0,0.122,0.304,77.016,245349,3325923
吴大文,安静的稻草人,安静的稻草人,spotify:track:3LEhWXtzVIBFORQZYPXqNj,0.385,0.42,1,-10.548,1,0.0534,0.703,0,0.377,0.339,139.58,213429,6800588
Mau P,Drugs From Amsterdam,Drugs From Amsterdam,spotify:track:1uXPu4aSDFPLzyNcH6ASD4,0.686,0.928,8,-10.38,1,0.0527,0.0316,0.727,0.0576,0.631,124.986,235786,9751829
Sunday Moon,Million Miles,Million Miles,spotify:track:1WpigB2Owjqm7sCE1OOgVt,0.721,0.33,2,-8.437,0,0.0866,0.589,0.00506,0.0587,0.34,83.984,147007,294966
陈锬翔,如果成为你,如果成为你,spotify:track:7saU2azdScczUIOnaFnlC7,0.678,0.429,5,-8.086,1,0.0292,0.624,1.05E-06,0.175,0.485,126.105,205768,4679729
MYMP,Versions,Say You Love Me,spotify:track:4a6pgERixWg4XWU4yWqk4z,0.82,0.403,9,-8.504,0,0.0471,0.766,0,0.117,0.464,96.63,266013,542782
J_ust,T_wo,by oneself,spotify:track:5weHqDeCSuY8eaudZfp7IJ,0.445,0.206,9,-9.935,1,0.0378,0.858,0,0.123,0.435,121.456,204067,1061353
Hugo Doche,Catch My Breath,Catch My Breath,spotify:track:3dE0wuFo6n5Su1qTGC2tzf,0.854,0.868,7,-5.506,1,0.112,0.111,0.589,0.302,0.572,124.041,171695,150512
BLACKPINK,How You Like That,How You Like That,spotify:track:6y6k14YN6MbKpGIv1Rk00Q,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41E-05,0.0544,0.351,130.013,181264,771932
Ji Chang Wook,Healer,Watch Over You,spotify:track:4vHLD9LkroWfavmuerKg9s,0.374,0.549,1,-6.485,1,0.0368,0.576,0,0.171,0.196,135.708,250315,251847
The One,별처럼,별처럼,spotify:track:3YWkUzxmkjPGdWEh6yhqwn,0.501,0.607,7,-4.505,1,0.03,0.62,0,0.292,0.247,136.149,237067,0
Megan Thee Stallion,Something for Thee Hotties,Thot Shit,spotify:track:7FdmHr87G79PDRGy9SPBkZ,0.949,0.683,9,-4.242,1,0.0946,0.0199,0,0.171,0.887,130.012,184635,1224636
Binaural Beats Sleep,"Binaural Beats: Ambient Sleep Sounds of Alpha Waves, Isochronic Tones and Brainwave Entrainment",Alpha Waves Sounds For Sleep,spotify:track:0oePabQBjtOEA6nXHvss49,0.18,0.0234,5,-29.484,1,0.0485,0.967,0.937,0.085,0.0703,141.212,112800,313562
Warez,Skills,Skills,spotify:track:0EiyvToRZiXIb1XmmTsvvM,0.815,0.814,11,-8.005,1,0.0726,0.233,0.0113,0.173,0.507,101.591,198425,4819788
Kim Greem,"Clean With Passion For Now, Pt. 4 (Original Television Soundtrack)",Sleep,spotify:track:4KOe53FTZo3OfiZwNBnTe3,0.607,0.478,11,-7.775,0,0.0533,0.636,7.04E-05,0.126,0.131,139.727,236161,3250125
Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),spotify:track:5tqNWWiySiABLrGAvSWsO5,0.682,0.363,2,-10.837,1,0.0261,0.699,3.00E-05,0.363,0.203,94.978,154275,164650
Rain,Rain Effect - Special edition,30 SEXY,spotify:track:345y6JePQqGMSO76yUkVpw,0.775,0.77,8,-2.594,1,0.0413,0.0919,0.000779,0.0624,0.914,109.522,213776,2018867
薩吉,Never Let You Go(<我只喜歡你>)影視劇片尾曲),Never Let You Go(<我只喜歡你>)影視劇片尾曲),spotify:track:2uBhbHNgm2Hv7nfAG0yRXa,0.512,0.242,3,-7.954,0,0.0336,0.823,1.06E-05,0.143,0.23,99.884,219872,5665
BOL4,Full Album RED PLANET,X Song,spotify:track:48eUhWGojwo0FCUApjh5IM,0.585,0.696,4,-3.717,1,0.0593,0.761,0,0.128,0.576,80.14,226901,130809
Alec Benjamin,Narrated For You,Let Me Down Slowly,spotify:track:2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,743
Jay Chou,依然范特西,聽媽媽的話,spotify:track:0TDnUtKMOJruB90aDEMsDR,0.719,0.64,10,-6.615,1,0.0287,0.391,6.52E-05,0.11,0.595,92.989,263973,4910487
Lim sang hyun,Honey Milk Tea,Honey Milk Tea,spotify:track:0eYoLzJApcy4FqebJMLiSS,0.579,0.529,0,-6.536,1,0.0324,0.619,0,0.143,0.293,66.984,222907,2942899
Darius,Romance,Hot Hands,spotify:track:5yfHDmZHjMw2gLjbghG90V,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,253091,47161250
42 Dugg,Free Dem Boyz,Maybach (feat. Future),spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93E-05,0.173,0.121,150.915,199093,1963989
Kelly Clarkson,Stronger (Deluxe Version),Stronger (What Doesn't Kill You),spotify:track:6D60klaHqbCl9ySc8VcRss,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947,737698
Smoove'L,Ice Cups And Shootouts,Apollo,spotify:track:05iRuRXIVHYjclPajTQVjS,0.774,0.617,2,-5.559,1,0.353,0.0163,0,0.418,0.218,142.666,208399,497313
Vinh Khuat,That Old School Love,That Old School Love,spotify:track:608b2NnuGS35YYqQEyl5Ai,0.546,0.478,10,-6.463,1,0.0713,0.135,0,0.104,0.201,75.103,221200,722194
CODE KUNST,PEOPLE,"Flower (Feat. Jay Park, Woo, GIRIBOY)",spotify:track:0mVvkepe2sQUa0j8NWukaZ,0.45,0.53,6,-6.116,1,0.309,0.856,0,0.116,0.531,86.056,273453,2488125
RRILEY,you should have said so,you should have said so,spotify:track:5WodEIKkgtFPmfqSB7Ve8e,0.714,0.476,0,-7.771,1,0.129,0.715,0,0.13,0.444,96.044,162500,150852
Connie Talbot,Beautiful World,Count On Me,spotify:track:6vaLzesQfBZ5PMBSiMykJs,0.568,0.4,1,-7.132,1,0.0342,0.488,0,0.0822,0.687,180.01,219230,621379
Justin Timberlake,FutureSex/LoveSounds,SexyBack (feat. Timbaland),spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,2092176
LUCKY TAPES,dressing,MOOD,spotify:track:39dvNiqFBQ1OG27fCCOZe7,0.728,0.584,7,-5.855,1,0.0268,0.474,1.20E-06,0.123,0.626,95.986,266800,1512426
Masego,Lady Lady,Black Love,spotify:track:08WHknhqizADkaFcB4xNqU,0.329,0.747,10,-8.649,0,0.371,0.205,0.000319,0.132,0.39,76.558,222653,335899
JAY-Z,The Blueprint 3,Empire State Of Mind,spotify:track:2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,4927540
Silence Wang,大娱乐家,小段,spotify:track:7GathMKM3YgcXtez8K3rE3,0.641,0.427,1,-7.088,1,0.0458,0.764,0,0.113,0.346,148.074,257133,8023428
Rain,It's Raining,난,spotify:track:4KacnUrrvhkYBF8aHFMFhw,0.776,0.64,10,-4.547,1,0.151,0.397,0,0.12,0.844,132.025,199027,2314720
88rising,Head In The Clouds,Midsummer Madness,spotify:track:6TodWdTSDfzwgYynTZSvJn,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76E-06,0.167,0.168,89.968,280842,770517
Sonder,Nobody But You,Nobody But You,spotify:track:6VFKuuqSbA1GpMEosUgTwQ,0.637,0.299,7,-11.314,1,0.0366,0.742,0,0.359,0.364,83.872,213214,535593
EXO-CBX,LOVE PLAYLIST 4 Part.1,Be My Love,spotify:track:1FbxpeYh1qPvQMve046NQU,0.585,0.587,1,-4.948,1,0.0273,0.766,0,0.114,0.608,90.021,215120,866530
Steve Aoki,Neon Future III,Pretender,spotify:track:3I4CXyGpdDSQpFUbL0sQnH,0.637,0.778,5,-3.642,0,0.0706,0.0248,0,0.228,0.286,103.093,188738,15286950
Crush,Sweet Love (She is My Type♡ X Crush),Sweet Love (She is My Type♡ X Crush),spotify:track:6pdQ3ZOlqKj6j2Kh0FptOD,0.697,0.735,0,-4.779,0,0.0541,0.277,0,0.13,0.592,149.995,182707,892648
Ellis G,Red Sippy Cup,Red Sippy Cup,spotify:track:1N9M3x7kheonbmXAh6CS7d,0.651,0.509,2,-8.384,0,0.342,0.652,0,0.476,0.717,185.846,199355,2199852
Geeks,2nd Mini Album Repackage,Café Latte (Remix),spotify:track:4zxX4B4VReU3jz2eJvmiZX,0.813,0.482,0,-8.027,0,0.0368,0.561,9.57E-05,0.0819,0.428,97.987,244527,1139997
Alan Walker,Faded,Faded - Tiesto's Deep House Remix,spotify:track:1Lma3yrNXT5xkQmRDAvoMW,0.601,0.773,6,-7.365,1,0.0318,0.000287,0.481,0.112,0.38,122.004,269093,22961259
Johnny Stimson,Flower,Flower,spotify:track:2TXH6haopHmIW5aCQdJPHJ,0.486,0.361,0,-7.682,0,0.21,0.135,0,0.0989,0.5,196.78,173231,33494
Aqua,Aquarium,Barbie Girl,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960,2437137
Girls' Generation,2011 Girls' Generation Tour,Almost - Live,spotify:track:3iEur7dFsYi2ZrNhvlLcab,0.568,0.387,5,-11.158,1,0.223,0.894,2.74E-06,0.923,0.844,125.429,166493,1169320
Allen Haley,TAKEN BACK,TAKEN BACK,spotify:track:4WOKM2f2FgbuLPiEqGSlBi,0.634,0.706,6,-5.157,1,0.185,0.0255,0,0.0775,0.885,177.657,153672,5736941
FISHER,You Little Beauty,You Little Beauty,spotify:track:1gRQxbfL4ULWyTosgXSbWT,0.926,0.951,6,-5.531,0,0.0924,0.00232,0.452,0.313,0.918,123.987,206588,451561
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),spotify:track:27NovPIUIRrOZoCHxABJwK,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,212000,393275
OuiOui,HANA,You Know,spotify:track:3IqF8VSGMsGErLlkKmvZDa,0.535,0.476,5,-5.663,1,0.127,0.758,0,0.0617,0.245,118.58,238719,0
Henry,우리 둘 Runnin' - SM STATION,우리 둘 Runnin',spotify:track:1RjTwqjVQcKpLPdgXbUKUy,0.659,0.626,7,-6.055,1,0.109,0.5,0,0.165,0.394,83.944,216426,305494
Cosmic Boy,Can I Love ?,"Can I Love ? (feat. youra, Meego)",spotify:track:4T2cOfemKB0owJS2JOu7dF,0.708,0.441,5,-4.212,0,0.0623,0.555,4.52E-06,0.121,0.275,79.958,229750,3775106
Rich Brian,Amen,Attention (feat. Offset),spotify:track:16wWFYS9S4hKBk2Ofj3Ss6,0.884,0.547,11,-7.492,1,0.387,0.0438,0,0.124,0.425,158.019,170200,438037
BLACKPINK,BORN PINK,Typa Girl,spotify:track:0L8LOav65XwLjCLS11gNPD,0.915,0.621,7,-6.519,1,0.1,0.0745,0,0.628,0.527,131.984,179173,6101295
Emily Sie,Call Me,Call Me,spotify:track:3Sw9VBvmq6dDOBQNSsDcTx,0.651,0.302,6,-10.388,1,0.0892,0.857,0,0.292,0.343,75.509,185600,1310387
Lady Gaga,ARTPOP,Donatella,spotify:track:2OoLIJNxpsNs9wIHqWQrED,0.694,0.814,9,-4.919,0,0.23,0.012,0,0.425,0.686,124.976,264960,6978691
Vanilla Acoustic,"Cheese in the Trap (Original Television Soundtrack), Pt. 4",The Time We Shared,spotify:track:68HXObYuTJMilB2hdB6YcW,0.571,0.569,4,-6.928,1,0.0423,0.783,0,0.11,0.229,147.947,210811,1586895
109,You don’t have to be a star,You don’t have to be a star,spotify:track:100FkIHhI8MXchore9Jq2r,0.57,0.397,4,-7.47,1,0.0269,0.609,0,0.12,0.337,141.852,200593,239508
Yuna,Rouge,Does She,spotify:track:3Pz9konqP1wwaXkNagNNT7,0.495,0.437,11,-6.641,0,0.304,0.236,0,0.068,0.599,203.151,202080,78854
MILKK,God Loves You & So Do I,All to Myself,spotify:track:10vzxZoxPUqfycToXmlmFJ,0.6,0.437,2,-9.649,0,0.038,0.19,0.000968,0.127,0.367,73.983,173711,1226426
Lady Gaga,ARTPOP,Swine,spotify:track:6AczxDV0grtXZZ7h8xI5cS,0.712,0.861,0,-3.625,1,0.136,0.0062,3.42E-05,0.634,0.209,127.89,268600,5531755
Airman,Airman Morning Diaries #7,"Today, Rain (feat. 1ho & Chan)",spotify:track:1vdQfVyptSyzsDhKQjhi8e,0.609,0.46,11,-6.518,1,0.0268,0.731,0,0.105,0.272,82.893,215875,737091
Xiao Yu,蜂蜜幸運草 電視原聲帶,想你的習慣,spotify:track:5hEVXbnBROPx4gz1vJA0gM,0.536,0.554,10,-6.239,1,0.0307,0.138,0,0.0951,0.291,132.034,252800,10846882
Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,102259
Khary,THIS IS WEIRD,i luh u bih,spotify:track:4B7UDnWeODYqiaefIQuQck,0.687,0.649,10,-7.338,0,0.138,0.0372,0,0.135,0.516,59.582,229940,3018
로피 뮤직,Any Song (lofi version),Any Song (lofi version),spotify:track:3GBE4BJr38GTSoFCYi43Dl,0.736,0.449,5,-14.793,0,0.0378,0.272,0.446,0.139,0.78,103.031,125825,351705
EnjiA,你不在,你不在,spotify:track:4Z9dn98L1DnIknRHjWXYm7,0.701,0.438,1,-10.508,0,0.0419,0.503,4.18E-06,0.349,0.395,115.977,172241,18008
Masego,Lady Lady,Tadow,spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64E-05,0.111,0.313,121.726,301893,316021
T-Ma,Softly (Extended Play),Softly (Lo-Fi Version),spotify:track:3LeABjE0IO6LD7vI8vIy2V,0.729,0.38,6,-10.854,0,0.0345,0.943,0.894,0.0969,0.172,105.025,175381,10147
H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",spotify:track:6MO2bfLHKykUgCChFdw91H,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,42120
JJ Lin,《最佳前男友》影視原聲,被風吹過的夏天(電視劇《最佳前男友》插曲),spotify:track:0LDDp8XCVSh6YLcdbkWasm,0.511,0.526,3,-5.949,1,0.0324,0.636,0,0.103,0.338,123.584,257045,1584251
队长,11 (with Hooleeger),11 (with Hooleeger),spotify:track:5eDJH4MfpRQM9S9WTiu7yU,0.483,0.736,7,-4.84,1,0.0604,0.0774,0,0.125,0.531,148.054,234817,22898717
高爾宣 OSN,Somebody Else,Somebody Else,spotify:track:2DwsuwDtMtZykInr8cFo1j,0.779,0.503,10,-7.31,1,0.0545,0.32,0,0.0942,0.787,114.044,169585,43527258
Rezz,Someone Else,Someone Else,spotify:track:4hR3hQKELrARHNZJ51D14s,0.644,0.349,2,-5.315,0,0.0364,0.206,3.36E-05,0.125,0.246,94.971,198947,3592985
Ariana Grande,Positions,34+35,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,173711,219790
Violette Wautier,I’d Do It Again,I’d Do It Again - Acoustic,spotify:track:4mLjEjgz45aAGiUaZ0Ql5s,0.691,0.295,9,-4.883,1,0.0282,0.833,0,0.0742,0.406,82.086,217782,748452
Sam Rui,Crew,Crew,spotify:track:0NdRkDnqHDIgMEmNd9Q9FC,0.574,0.345,5,-10.038,0,0.0414,0.711,1.62E-05,0.137,0.26,167.972,210714,1737419
Gareth.T,honest (feat. moon tang),honest (feat. moon tang),spotify:track:6kEzWfX8TilHN8FenwdxCE,0.641,0.333,9,-9.011,1,0.0407,0.851,3.92E-06,0.149,0.573,179.818,177818,313262
BOL4,Full Album RED PLANET,Mean 심술,spotify:track:3r8mOSPtXvoXSBTbmbaQcP,0.738,0.528,4,-3.992,1,0.0894,0.574,0,0.111,0.52,77.708,157749,1187772
Glenn Lumanta,Just Saying,Just Saying,spotify:track:5lZjLe7oZITprRA5iOXaNr,0.716,0.379,7,-7.635,1,0.0317,0.456,0,0.0994,0.557,88,219654,226294
Henry,그리워요 Girlfriend,그리워요 Girlfriend,spotify:track:7CftkRcIuc5bjTd6IG8oU6,0.633,0.439,9,-6.866,1,0.0504,0.813,0,0.0917,0.281,78.984,198075,2592985
Jay Chou,哎呦 不錯哦,算什麼男人,spotify:track:7vs3JM90lKhp11av83WA5j,0.523,0.572,1,-6.834,1,0.0274,0.356,1.29E-06,0.121,0.306,106.943,289480,2190012
gnash,us,"i hate u, i love u (feat. olivia o'brien)",spotify:track:7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,2488809
Eminem,The Marshall Mathers LP,Stan,spotify:track:3UmaczJpikHgJFyBTAJVoz,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34E-06,0.518,0.507,80.063,404107,4178014
HOHYUN,A.E.I.O.U.,A.E.I.O.U.,spotify:track:1lBqYNCeGVFZBiir7lXJGU,0.719,0.328,8,-10.499,1,0.0769,0.276,0,0.112,0.483,120.123,193000,355376
NARSHA,NARSHA,I'm In Love (with 정성하),spotify:track:064lcSgMcllMmVlP0oxlJD,0.585,0.296,5,-8.305,1,0.0481,0.836,0,0.102,0.329,139.995,241528,1590089
Billie Eilish,wish you were gay,wish you were gay,spotify:track:4txc3txsIt81diMzGhrVPS,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,1010297
Skrillex,Purple Lamborghini (with Rick Ross),Purple Lamborghini (with Rick Ross),spotify:track:6JyuJFedEvPmdWQW0PkbGJ,0.457,0.899,10,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268,215510,3999873
Airliftz,Lonely,Lonely,spotify:track:2VlYlhuaWTcW06ACmhII0i,0.7,0.53,6,-7.646,1,0.0553,0.142,0,0.214,0.53,77.026,180779,2845436
冰球樂團,我好斯文,醉後喜歡我,spotify:track:0OXINTkSPTozv82CWvDbTa,0.536,0.62,1,-5.779,1,0.0473,0.284,0,0.115,0.389,160.157,239575,2858434
Who R U?,Fallin' In Love,Fallin',spotify:track:3xujSAFFGrzRsrtI16gSBQ,0.786,0.24,6,-9.636,0,0.0367,0.867,0,0.107,0.745,96.948,248036,3456396
Rothy,Ending Again Part.2,HELLO,spotify:track:6RFFcuwXQwmxF1djh4xTuH,0.478,0.52,6,-6.401,0,0.0752,0.715,0,0.216,0.364,73.454,205307,2727167
David Guetta,Satisfaction,Satisfaction,spotify:track:6k5DKQMC96daK6fSvAxdQv,0.752,0.935,11,-6.263,1,0.203,0.0742,0.0352,0.081,0.31,126.022,155677,4193486
